neg_content,pos_attr
ต่ของetudeแบบติดตัวอย่างมากแค่1ใน2ชม.เองอะเหรอมี,"['โชคดีที่มาเจอ', 'รู้สึกว่าหัวหน้าชุ่มชื้น', 'ผิวใสขึ้น', 'ปลื้ม', 'สิวยุบ', '😘']"
ถ้าใครเอาเบลนมอร์มาให้แดกอีกนะจะ<mask>ด่าเลยสึ,"['กําลังใจ', 'ทําให้เต็มที่', 'ขอบคุณทุก', 'ไปด้วยกันนะ', '💛']"
<mask>alprincessอ่ะ<mask>กลิ่น,['อาหารอร่อย']
<mask>คนที่ลากเรื่องไมค์ซาร่าเข้าหาไม่เกี่ยวมะรำ,"['ที่สําคัญดูแน่นแข็งแรง', 'มากๆๆ', 'ที่สุด', 'คะไวมาก', 'รู้สึกดี']"
ปกติกูก็ดื่มนะสิงห์แต่<mask>มาโฆษนากู<mask>,['อยากไป']
ไปกินมาสาขาเดอะฮอล์โคราชของ<mask><mask>เลย,"['กดในให้กับความ', 'ได้เลยค่ะจริง', 'มาพี่ชาย', 'สีโปรดเลย', 'กินsp', 'หวานอมเปรี้ยวรสชาติ', 'อร่อย', 'ถูกใจ', 'สุดๆ', 'อยากเลยทีเดียว', 'จัดไป', '🎉']"
้าอนามัยที่ใช้อยู่ประจำทำไมอยู่ๆๆก็หายากขึ้นมาใน,"['น่าเด็ก', 'ก็ชอบ', 'การติดต่อสู้', 'รีเซนเตอร์ให้ค่ะ']"
<mask>เก็บกลิ่นอะเช่นรุ่นจิ๋มเย็น,"['แนะนํา', 'รสชาตินุ่ม', 'ดื่มลื่นคอ', 'ไม่กลิ่นฉุน']"
เผอิญเราใช้ของลอรีเอะนี่แหล่ะค่ะที่เกิด<mask>😑,"['อยาก', 'อยาก', 'อยาก', 'อยากใช้', 'อยาก', 'สวย', 'ติดทนนาน', 'เราต้องการ']"
มาสด้าติดอยู่ข้อเดียวห้องผู้โดยสารข้างหลัง<mask>,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบhonda', 'ชอบ', 'เหมาะกับผู้หญิงอย่างเรา', 'ข้างในกว้างเยอะมากของ', 'บริการดี', 'าไม่แพง', 'มากกก']"
มาสด้าสองดีเซล.แจ่มครับแต่เห็นว่า<mask>หลายคัน,"['ติดใจ', 'สุดยอด', 'ชอบ', 'ดีคับ']"
มึงเชื่อกุเยอะว่าบุหรี่<mask>หนักกว่า<mask>พกปืน,"['ไทยถูกกว่า', 'และบริการกว่ารวมถึงคุณภาพ', 'คุ้ม']"
มื่อไหร่ประเทศไทยจะนอกจากยะลาน้อยน่าน้อยใจเนาะ,"['สู้จะแผน', 'สวยมากๆ']"
มื่อไหร่สาขาซีคอนศรีนครินทร์จะเปิดเนี่ยนานมาก,"['ได้โอกาสมาทาน', 'ที่ใหญ่มากลูกค้า', 'รวดเร็ว', 'ขอแสดงความชื่นชม', '👏🏻']"
มิได้แดกเบลในมาเป็นปีลิมาแดกแบบโอ่โห่<mask>ทากๆๆ,"['เก่าแก่ร้าน', 'มากินไอติม', 'น่ารักๆ']"
รำคาญโฆษณากานิเย่กับไทยพาณิชในทวิตนขึ้นบ่อยเกิ้น,"['ผิวน้ํานี่แหละที่', 'พลุปีใหม่ในที่สุดก็ได้', 'ช่วยกัน', 'สวย', 'ได้รับชมแถมยังเป็น', 'เราไม่ค่อยได้กลิ่นควัน', '😊']"
รีล่าชาชีสเอ็มเคคือ<mask>มากกินไปครึ่งแก้ว<mask>,"['หล่อ', 'รอยยิ้มและสายตา', 'ไปเลยอ่ะใน', 'ออร่าความผัว', 'พร้อม', 'รักthecr']"
"ดราคาลูกรอกปรับสายพานมาสด้า2ด้วยนะตัวละ7,000","['ว้าว', 'ว้าว', 'ว้าว', 'ว้าว', 'ขอแสดงความยินดีด้วย']"
ลอรีเอะดีสุดโซในพ.ศ.<mask>ตลอดออกข้างตลอด,"['สวย', 'สวย', 'สวย', 'สวยสุด', 'สวย']"
ันสายๆๆของคุมแม่พี่แท็กซี่ก็พาอ้อมให้สายไปอีก😒,"['อร่อย', 'คุ้ม', 'ของให้การเยอะมากแถม', 'เล็กๆ', 'ไปฉลอง']"
สนับสนุนการ<mask>เห็ดกินแค่สองคำ<mask><mask>ราคา,"['ที่สุด', 'ด้วยความเบาบางเนียน', 'ได้ฟิว', 'ดุดันไม่แอลกอฮอล์', 'รับรองว่าไม่แพ้', 'ดีในราคา', 'ดีงาม', 'ใช้ง่าย', 'อยากดู', 'สะดวก', 'คุ้ม']"
สาขาเดอะมอลล์โคราช<mask>นี่เดินทางที่นั่งเลยจ้า,"['love', 'ชอบ', 'จัด', 'ๆอยาก', '🍾รสชาติเบาๆ', 'ละมุน', 'เต็มที่จะ', 'เย็นๆ', 'ไปด้วย', 'ฟิน', 'สุดๆ', 'ๆไปเลยค่ะ']"
สิงคโปร์น.ก็<mask>หาแด<mask>คล้ายเราละแต่เนี้ยบฟ่า,"['สู้จะคิด', 'ๆๆกิน', 'อร่อย']"
ให้ดู<mask>ไทยค่านั่งรถมาแดกก็<mask>ตังแดกและ<mask>,['ดี๊ดี']
อยากรู้ว่า<mask>ต้องจับเข้าข้องขัดด้วยหรอ,"['เกลี่ยง่าย', 'แค่ไหนก็เอาอยู่ค่ะ']"
อยากเห็นแสนสิริ<mask>ครับ<mask><mask>,"['ขาวแรงมาก', 'ชอบ']"
อายแชโด้innis<mask>และฉัน<mask>โว้ยยย,"['กําลังใจ', 'น่ารักมาก']"
อีกสิบปีเบียร์ลีโอกูคงขวดล่ะ<mask>.!!,['ตื่นเต้นมากจะ']
ฮือออแสงสว่างในแสงสีอีกกลมตุ<mask>กลับบ้านอีก,['ไป']
0ซูซูกิต้องพัฒนาด้านบริการอีกเยอะราคาอะไหล่ก็<mask>,"['สุดกําลัง', 'น่ารักมาก', 'ไปpost', 'ส่วนหลังเร็วขึ้นเยอะมาก']"
howในรีบเอาทัวร์จีนมาลงจังห้างยังเปิดไม่หมดเลย,"['ไปกันไป', 'ที่ไหนก็ไม่หวั่นห', 'รักเลยค่ะ', 'ชุ่มชื่น', 'สดชื่น', 'อยากกิน', 'มากเลยค่ะ', 'ติดใจ', 'เริ่ด']"
กว่าจะผลิตรถขายได้ฟอร์ดต้อง<mask>โฆษณาอีกนานเลย,"['กําลังดี', 'ขอบคุณมาก', 'ขอบคุณมาก', 'ขอบคุณมาก', 'ขอบคุณมากครับพี่', 'ที่สําคัญราคา', 'ขอบคุณมาก', 'ส่วนตัวใช้มาสด้า2']"
ก้อจะบอกว่าแล้วแต่<mask>จับกุม,"['แนะนํา', 'wo', 'ชอบ', 'ติดใจ', 'มากๆๆ', 'มันต้องมี', 'จัดไป', 'เลยค่าการ', 'ไปลอง', 'เพื่อนบอกว่าหรู', 'เลิศ', 'อร่อย', 'มากค่ะ']"
การท่องเที่ยวไทย<mask>แน่ๆๆ5รัฐบาลจะทำอย่างไรดี,"['คือสุดจริง', 'สนุก', '❤', '💙']"
กู<mask>แดกเบียร์สิงห์แล้วเว้ยยยนั่งกิน<mask>งชุนแทน,['มีความสุข']
ขนาดของคิวเพลส200กว่าบาทกูยังว่า<mask>เลย😂,"['ฉ่ํา', 'แนะนําเลย', 'ราคาสูงหน่อยแต่ใช้', 'ชอบ', 'ตัวนี้มากคุมมันดี', 'ง่าย', 'ติดทน', 'คุ้ม', 'ราคาไม่แพง', 'แถมสีสวย', 'happy', 'เลือกเบอร์นี้คือ', 'ธรรมชาติไม่เวอร์', 'ก็สวย', 'สวยมาก']"
